Year,Month,Day,Date,MeanCloudAmount,MeanPressure,TotalEvaporation,TotalRainfall,MeanHumidity,MinTemperature,MeanTemperature,MaxTemperature,MeanUVIndex,TotalSunshine,MeanWindSpeed,IsExtreme,TyphoonSignalHoisted
2000,4,20,2000-04-20,67,1008.9,5.2,0.0,80,23.4,26.4,31.3,6,10.0,6.0,0,0
2000,4,21,2000-04-21,85,1009.7,0.9,1.0,89,22.9,25.5,29.4,2,0.2,3.1,0,0
2000,4,22,2000-04-22,86,1009.3,2.5,4.0,86,23.3,26.1,30.6,4,5.8,3.5,1,0
2000,4,23,2000-04-23,96,1009.2,0.8,40.5,94,22.4,23.4,24.7,0.8,0.0,5.3,1,0
2000,4,24,2000-04-24,96,1008.3,1.4,0.0,89,21.8,22.3,23.5,2,0.0,15.5,0,0
2000,4,25,2000-04-25,85,1006.2,2.7,0.5,85,22.4,26.1,30.8,4,5.8,9.8,0,0
2000,4,26,2000-04-26,89,1006.8,4.8,12.0,88,23.4,26.1,30.7,2,0.4,3.8,1,0
2000,4,27,2000-04-27,88,1010.3,2.2,2.5,88,20.2,22.7,25.6,2,0.9,3.7,0,0
2000,4,28,2000-04-28,92,1010.8,3.0,61.0,91,19.1,20.1,21,0.9,0.0,13.9,1,0
2000,4,29,2000-04-29,91,1011.5,1.0,1.5,90,20.4,23.1,26.6,3,0.5,11.9,0,0
2000,4,30,2000-04-30,87,1009.9,2.9,0.5,87,23,26.3,30.7,5,4.6,4.8,0,0
2000,5,1,2000-05-01,82,1008.4,5.8,1.5,87,24.3,27.2,32.1,5,7.9,2.8,0,0
2000,5,2,2000-05-02,94,1010.9,3.3,9.0,92,23.4,24.1,26,0.6,0.0,9.8,1,0
2000,5,3,2000-05-03,92,1012.5,2.2,9.5,90,19.9,21.5,23.6,3,0.2,4.2,0,0
2000,5,4,2000-05-04,60,1012.9,3.5,0.0,80,20.1,22.3,27.4,4,4.3,3.3,0,0
2000,5,5,2000-05-05,49,1013.0,3.5,0.0,77,20.4,24.4,30,4,6.8,6.4,0,0
2000,5,6,2000-05-06,43,1012.8,4.2,0.0,81,21.7,25.6,31.2,4,10.0,6.4,0,0
2000,5,7,2000-05-07,70,1012.4,4.9,0.0,82,22.8,25.3,29.1,5,6.8,9.1,0,0
2000,5,8,2000-05-08,85,1011.4,3.2,0.0,78,22.9,24.3,27.6,3,1.9,12.0,0,0
2000,5,9,2000-05-09,90,1008.3,3.8,0.0,78,22.9,24.7,28.1,5,3.8,12.5,0,0
2000,5,10,2000-05-10,95,1007.0,2.0,73.5,93,22.3,23.1,24.6,0.6,0.0,5.3,1,0
2000,5,11,2000-05-11,88,1007.1,3.4,0.0,78,22.1,24.8,29.1,5,3.5,6.5,0,0
2000,5,12,2000-05-12,89,1006.9,3.2,0.0,78,23.3,25.5,29.6,3,3.1,9.1,0,0
2000,5,13,2000-05-13,78,1007.4,4.8,0.0,73,23.1,26.4,32.4,5,6.2,8.6,0,0
2000,5,14,2000-05-14,88,1008.3,4.5,0.0,76,24,26.7,30.1,4,3.5,9.6,0,0
2000,5,15,2000-05-15,56,1007.6,5.4,0.0,75,23.8,27.3,31.5,6,9.5,10.4,0,0
2000,5,16,2000-05-16,5,1006.2,5.8,0.0,74,21.5,27.4,34.2,5,11.7,4.3,0,0
2000,5,17,2000-05-17,62,1006.6,3.9,0.0,79,23.8,26.6,30.5,4,6.0,9.8,0,0
2000,5,18,2000-05-18,80,1007.2,4.8,0.0,76,23.4,26.1,29.3,4,5.0,11.4,0,0
2000,5,19,2000-05-19,93,1008.3,2.2,0.5,83,20.6,21.6,23.4,1,0.0,6.7,0,0
2000,5,20,2000-05-20,88,1008.4,3.8,0.0,69,20.5,24.5,29,4,0.9,5.5,0,0
2000,5,21,2000-05-21,88,1009.5,3.6,0.0,66,21.3,24.1,27.4,2,0.1,3.9,0,0
2000,5,22,2000-05-22,83,1011.0,4.5,0.0,67,22.9,26.1,30.5,5,4.1,10.0,0,0
2000,5,23,2000-05-23,86,1010.6,4.1,0.0,74,23.7,25.8,29.3,4,1.3,11.0,0,0
2000,5,24,2000-05-24,92,1008.3,3.3,4.0,85,23.6,25.2,28.9,2,0.0,13.0,0,0
2000,5,25,2000-05-25,82,1005.0,3.5,30.0,83,24,27.5,32.5,4,5.4,2.7,1,0
2000,5,26,2000-05-26,81,1004.5,3.3,0.0,80,25.5,28.6,33.3,3,4.6,3.8,0,0
2000,5,27,2000-05-27,82,1006.2,3.8,6.5,82,25.6,28.5,32.9,4,4.1,4.3,0,0
2000,5,28,2000-05-28,82,1008.1,4.9,0.0,79,26.1,29.3,33.7,4,5.6,5.7,0,0
2000,5,29,2000-05-29,64,1009.1,5.2,0.0,77,26.5,29.2,33.7,5,9.2,9.5,0,0
2000,5,30,2000-05-30,61,1008.3,5.6,0.0,79,26.5,28.8,32.2,7,11.3,10.4,0,0
2000,5,31,2000-05-31,51,1007.4,6.3,0.0,76,24.8,29.2,34.2,6,11.7,6.0,0,0
2000,6,1,2000-06-01,75,1008.7,4.6,0.0,78,25.7,29.2,33.8,5,7.6,8.4,0,0
2000,6,2,2000-06-02,58,1010.2,6.0,0.0,75,25.7,29.2,33.4,6,11.1,9.0,0,0
2000,6,3,2000-06-03,34,1009.4,5.8,0.0,76,24.9,29.2,33.5,5,10.6,6.3,0,0
2000,6,4,2000-06-04,16,1007.5,7.0,0.0,76,24.1,29.4,35.3,6,12.3,4.5,0,0
2000,6,5,2000-06-05,18,1006.2,6.9,0.0,74,24.6,30.1,36.5,6,12.0,4.7,0,0
2000,6,6,2000-06-06,71,1007.3,6.3,0.0,77,25,29.3,34.6,6,9.7,5.0,0,0
2000,6,7,2000-06-07,69,1008.1,5.9,3.5,77,25.6,29.1,33.4,6,10.2,4.8,0,0
2000,6,8,2000-06-08,83,1007.4,5.4,3.5,77,25.6,29.2,33.6,5,7.5,6.3,0,0
2000,6,9,2000-06-09,87,1006.3,3.5,7.0,83,26.9,28.6,31.1,3,0.1,4.9,0,0
2000,6,10,2000-06-10,88,1006.0,6.1,1.5,79,26.7,29.5,33.4,6,7.4,7.5,0,0
2000,6,11,2000-06-11,88,1004.5,5.0,1.5,79,27.1,29.3,33.1,5,5.4,8.5,0,0
2000,6,12,2000-06-12,97,1004.5,3.0,37.0,91,20.8,23.8,28.6,2,0.0,3.3,1,0
2000,6,13,2000-06-13,99,1007.5,2.1,0.5,82,20.3,21.9,24.1,2,0.0,4.1,0,0
2000,6,14,2000-06-14,88,1007.5,4.0,0.0,67,19.8,24.1,28.7,5,3.2,6.6,0,0
2000,6,15,2000-06-15,69,1005.7,5.2,0.0,60,21.6,26,31.6,5,5.7,6.6,0,0
2000,6,16,2000-06-16,67,1005.3,5.1,0.0,72,21.4,26.8,33.1,4,10.8,7.4,0,0
2000,6,17,2000-06-17,94,1006.2,3.8,13.5,88,23.9,25.4,28.2,1,1.4,4.8,0,0
2000,6,18,2000-06-18,97,1004.5,2.5,106.0,95,24.6,25.4,27.1,1,0.0,7.3,1,1
2000,6,19,2000-06-19,87,1006.3,4.0,5.0,83,24.2,27.5,31.9,4,3.8,3.4,0,1
2000,6,20,2000-06-20,92,1008.2,3.8,34.5,92,24.7,26,27.6,2,0.0,4.3,1,0
2000,6,21,2000-06-21,79,1009.1,4.1,1.5,80,25.5,28.3,32.6,5,5.6,7.3,0,0
2000,6,22,2000-06-22,84,1009.1,4.0,0.5,80,25.3,28.3,31.9,5,7.8,6.4,0,0
2000,6,23,2000-06-23,85,1007.7,2.6,8.5,84,24.4,27.8,31.7,2,0.5,7.9,0,0
2000,6,24,2000-06-24,78,1007.1,4.6,0.5,80,24.7,28,32.2,6,9.7,7.5,0,0
2000,6,25,2000-06-25,76,1007.8,5.5,4.0,81,25.7,28.2,32.5,5,9.1,7.3,0,0
2000,6,26,2000-06-26,57,1008.8,5.1,0.5,78,25.4,28.9,33.5,6,11.8,8.1,0,0
2000,6,27,2000-06-27,56,1009.4,4.8,0.0,79,25.5,29,34.3,6,10.2,6.0,0,0
2000,6,28,2000-06-28,53,1008.3,5.3,0.0,80,24.1,28.9,34.2,5,9.8,2.8,0,0
2000,6,29,2000-06-29,31,1006.4,6.2,0.0,76,23.8,29.2,35.2,6,12.1,2.9,0,0
2000,6,30,2000-06-30,36,1006.7,6.0,0.0,74,24,29.5,35.4,6,11.7,3.6,0,0
2000,7,1,2000-07-01,58,1007.0,6.9,0.0,71,25.2,29.7,34.3,7,11.5,7.0,0,0
2000,7,2,2000-07-02,85,1006.0,7.2,7.5,80,25.6,28.6,32.5,5,7.0,11.2,0,0
2000,7,3,2000-07-03,84,1004.5,5.8,6.5,80,24.8,28.7,33.5,6,8.6,7.8,0,0
2000,7,4,2000-07-04,63,1002.3,5.3,0.5,77,24.5,28.9,34.8,5,9.7,4.5,0,0
2000,7,5,2000-07-05,85,1002.0,4.0,3.5,80,24.5,28.7,32.4,3,2.9,5.5,0,0
2000,7,6,2000-07-06,85,1002.0,2.4,19.0,89,24.5,26.7,32.3,2,0.0,2.3,0,1
2000,7,7,2000-07-07,91,1000.3,3.9,4.0,85,24.7,27.7,32.7,2,2.8,3.8,0,1
2000,7,8,2000-07-08,87,999.2,3.7,38.5,88,25,27,32.9,3,3.8,3.0,0,1
2000,7,9,2000-07-09,61,999.3,5.6,54.0,88,24.5,27.2,33.7,4,7.1,3.2,0,1
2000,7,10,2000-07-10,53,1002.9,6.9,2.0,81,23.9,28.4,33.1,6,11.0,8.0,0,0
2000,7,11,2000-07-11,83,1006.2,3.3,38.0,87,26,27.4,30.6,4,5.5,13.9,0,0
2000,7,12,2000-07-12,81,1008.6,5.2,3.0,79,26.5,28.6,32.1,6,7.0,14.2,0,0
2000,7,13,2000-07-13,58,1007.0,5.6,0.0,76,26.2,28.9,32.8,7,10.7,9.8,0,0
2000,7,14,2000-07-14,53,1004.7,5.7,0.0,76,24.9,28.8,33.1,6,10.7,7.2,0,0
2000,7,15,2000-07-15,69,1002.8,5.9,2.5,77,23.8,28.6,33.3,5,9.7,11.0,0,1
2000,7,16,2000-07-16,89,1001.6,4.7,17.5,79,25.1,28.4,32,5,7.9,18.0,0,1
2000,7,17,2000-07-17,92,1000.3,1.7,74.0,93,24.9,26,27.9,2,0.0,9.0,0,0
2000,7,18,2000-07-18,91,1000.4,3.1,62.5,88,24.6,25.8,27.8,0.8,0.0,4.8,1,0
2000,7,19,2000-07-19,93,1002.7,2.6,20.0,,24.7,26.5,29.8,1,0.0,1.9,1,0
2000,7,20,2000-07-20,93,1006.8,1.9,7.5,87,24.5,25.8,28.2,2,0.0,6.1,0,0
2000,7,21,2000-07-21,89,1009.2,3.4,12.5,90,24.5,26.2,28.4,2,0.2,5.1,0,0
2000,7,22,2000-07-22,70,1007.5,4.4,22.5,87,24.6,27.3,31.5,5,9.9,2.6,0,0
2000,7,23,2000-07-23,31,1004.9,6.7,1.0,83,22.8,27.2,32.7,7,11.7,2.6,0,0
2000,7,24,2000-07-24,41,1004.3,6.2,0.0,77,23.2,28.3,34.1,7,12.1,3.3,0,0
2000,7,25,2000-07-25,37,1003.9,6.4,0.0,76,23.9,28.9,34.3,6,11.9,4.5,0,0
2000,7,26,2000-07-26,45,1003.0,6.6,0.0,77,25.3,29.5,34.6,6,12.0,4.8,0,0
2000,7,27,2000-07-27,77,1001.4,5.8,0.0,78,25.8,30,35.2,6,9.8,4.5,0,0
2000,7,28,2000-07-28,50,1003.0,6.6,0.0,77,26.3,29.9,35.2,6,11.5,5.5,0,0
2000,7,29,2000-07-29,62,1003.9,6.8,0.0,75,26.1,30,35.2,6,9.8,5.3,0,0
2000,7,30,2000-07-30,60,1004.3,6.8,0.0,77,26.7,30,34.7,5,10.6,5.0,0,0
2000,7,31,2000-07-31,85,1004.7,6.5,6.5,83,25.4,28.6,34.2,5,6.5,5.2,0,0
2000,8,1,2000-08-01,91,1005.4,2.1,22.5,97,25.3,25.8,26.8,1,0.0,4.0,1,0
2000,8,2,2000-08-02,89,1005.2,5.0,16.5,95,24.4,25.7,27.6,2,0.0,3.6,1,0
2000,8,3,2000-08-03,90,1004.9,4.7,22.0,93,24.4,25.8,28.3,1,0.0,2.1,1,0
2000,8,4,2000-08-04,96,1005.7,1.7,26.5,94,25,25.8,28.1,0.7,0.0,4.6,1,0
2000,8,5,2000-08-05,89,1007.2,1.9,1.0,91,24.2,25.7,28.6,2,0.5,5.9,0,0
2000,8,6,2000-08-06,82,1008.0,5.9,0.0,86,24.2,26.3,30.4,5,5.7,6.8,1,0
2000,8,7,2000-08-07,43,1008.8,4.2,0.0,86,24,27.2,31.7,5,8.7,5.7,0,0
2000,8,8,2000-08-08,44,1009.5,3.5,23.5,87,23.5,27.2,32.5,3,7.0,2.8,0,0
2000,8,9,2000-08-09,23,1007.9,6.0,0.0,82,23.2,28.1,33.7,6,11.9,3.8,0,0
2000,8,10,2000-08-10,24,1004.7,5.9,0.0,81,24.3,29.2,34.5,6,11.1,3.9,0,0
2000,8,11,2000-08-11,45,1002.7,6.1,0.0,81,25.2,30,35.8,5,10.9,4.0,0,0
2000,8,12,2000-08-12,68,1004.9,6.4,0.0,79,25.7,29.6,34.2,6,10.3,5.8,0,0
2000,8,13,2000-08-13,80,1005.5,5.9,0.0,84,25.4,28.7,33.8,5,7.7,3.8,0,0
2000,8,14,2000-08-14,82,1005.2,5.2,0.5,87,25.5,27.8,34.6,6,7.6,3.8,0,0
2000,8,15,2000-08-15,84,1004.9,4.2,1.5,91,25,27.6,31.1,4,6.0,3.1,0,0
2000,8,16,2000-08-16,88,1005.1,3.5,26.5,92,24.8,27.6,32.1,3,3.6,4.2,0,0
2000,8,17,2000-08-17,76,1007.1,4.9,0.0,81,25.7,29.1,34.1,5,10.1,6.3,0,0
2000,8,18,2000-08-18,58,1008.7,3.3,22.0,91,23.7,26.6,33.4,4,6.5,4.8,0,0
2000,8,19,2000-08-19,31,1006.4,6.1,0.5,83,23.5,28.4,34.1,6,11.8,5.2,0,0
2000,8,20,2000-08-20,37,1004.9,6.2,0.0,80,24.7,29.3,34.8,6,11.3,7.2,0,0
2000,8,21,2000-08-21,61,1004.7,6.3,0.0,78,26.2,29.7,33.8,6,11.6,10.5,0,0
2000,8,22,2000-08-22,47,1003.9,5.9,0.0,75,26.6,29.6,33.8,6,10.8,9.3,0,0
2000,8,23,2000-08-23,87,999.2,3.7,9.5,84,24.6,28.7,33.2,2,1.6,5.9,0,1
2000,8,24,2000-08-24,91,1001.2,0.7,150.5,96,24.3,26.4,28.6,0.7,0.0,4.7,1,0
2000,8,25,2000-08-25,87,1004.0,4.1,14.5,93,25.4,26.9,30.3,3,1.0,2.6,0,0
2000,8,26,2000-08-26,91,1003.8,2.6,10.0,95,25.6,26.4,28.5,0.4,0.0,2.8,1,0
2000,8,27,2000-08-27,89,1002.2,3.0,24.5,94,25.5,26.3,29.6,0.9,0.0,1.6,1,1
2000,8,28,2000-08-28,84,1001.4,3.7,0.5,83,25,27.6,31.3,3,3.1,8.6,0,1
2000,8,29,2000-08-29,67,999.1,6.2,0.0,78,23.4,28.4,34.2,5,9.4,6.0,0,1
